District Id,Location Name
252,adivasi
253,bordumsa
253,changlang
253,diyun
253,jairampur
253,kharsang
253,khimiyong
253,lyngok longtoi
253,manmao
253,miao
253,nampong
253,namtok
253,renuk
253,tikhak rima putok
253,vijoynagar
253,yatdam
253,manmad
254,dadam
254,kanubari
254,khonsa
254,laju
254,lawnu
254,longding
254,pangchao
254,pumao
254,soha
254,tirap
254,wakka
255,dollungmukh
255,kamporijo
255,lower subansiri
255,old ziro
255,pistana
255,raga
255,yachuli
255,yazali
255,ziro
256,chambang
256,damin
256,gangte
256,koloriang
256,kurung kumey
256,longding koling
256,nyapin
256,palin
256,parsi parlo
256,phassang
256,pipsorang
256,sangram
256,sarli
256,tali
256,tarak lengdi
256,yangte
257,anelih
257,anini
257,arzoo circle
257,dibang valley
257,etalin
257,kronli
257,mipi
258,dambuk
258,desali
258,hunli
258,koronu
258,lower dibang valley
258,paglam
258,roing
258,tinali
259,chongkham
259,lathao
259,lekang
259,lohit
259,mahadevpur
259,namsai
259,piyong
259,sunpura
259,tezu
259,wakro
260,anjaw
260,chaglagam
260,goiliang
260,hawai
260,hayuliang
260,kibithoo
260,metengliang
260,walong
261,aboi
261,angjangyang
261,chen
261,hunta
261,longshen
261,mon
261,mon sadar
261,monyakshu
261,mopong
261,naginimora
261,phomching
261,shangnyu
261,tizit
261,tobu
261,wakching
261,mons
262,alongkima
262,changtongya
262,chuchuyimlang
262,kubolong
262,longchem
262,mangkolemba
262,merangmen
262,mokokchung
262,ongpangkong
262,tuli
263,aghunato
263,akuhaito
263,akuluto
263,asuto
263,atoizu
263,ghathashi
263,pughoboto
263,saptiqa
263,satakha
263,satoi
263,sena
263,suruhuto
263,v.k.
263,zunheboto
263,zunheboto sadar
264,aitepyong
264,baghty
264,bhandari
264,changpang
264,chukitong
264,englan
264,lotsu
264,ralan
264,sanis
264,sungro
264,wokha
264,wokha sadar
264,wozhuro
264,mokha
264,okha
265,aquqhnaqua
265,chumukedima
265,dhansiripar
265,dimapur
265,dimapur sadar
265,kuhoboto
265,medziphema
265,nihokhu
265,niuland
266,chetheba
266,chizami
266,chozuba
266,khezhakeno
266,khuza
266,meluri
266,pfutsero
266,phek
266,phek sadar
266,phokhungri
266,phor
266,razieba
266,sakraba
266,sekruzu
266,zuketsa
267,chare
267,chessore
267,chingmei
267,longkhim
267,mangko
267,ngoungchung
267,nokhu
267,noklak
267,noksen
267,panso
267,sangsangnyu
267,shamator
267,sotokur
267,thonoknyu
267,tsurungto
267,tuensang
267,tuensang sadar
268,longleng
268,sakshi
